X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Y65,Y66,Y67,Y68
5.1582456,91.69355,9.283361,115.16693,13.3863535,136.83353,17.720093,158.1216,27.411402,178.03009,45.00972,193.60925,67.46247,205.43285,89.304344,217.16148,112.32767,221.5183,136.34933,217.56668,160.96786,206.9909,185.57544,195.1278,204.90663,178.89314,215.074,157.84894,218.90309,134.06833,221.5896,110.49313,224.26802,85.16073,15.511505,92.00125,30.041897,83.04278,47.86354,81.99157,65.91421,83.50034,83.284225,88.91806,120.8664,89.02344,139.71324,81.85276,159.74655,79.36712,179.92867,81.877945,198.46521,88.49729,102.838104,104.553406,102.9326,117.56929,102.76315,130.2412,102.775955,143.23799,83.27376,152.1869,93.56771,154.842,104.429665,157.79057,116.1916,154.41063,127.639824,152.03265,41.52121,103.25492,53.995834,99.8544,66.205925,99.87742,78.2824,106.47088,65.360794,106.24201,53.112373,105.5626,133.56812,106.23014,145.66579,99.168274,158.23845,99.195755,172.47545,101.73852,158.8788,104.463486,146.42282,105.66258,64.334984,169.70103,81.14364,168.11356,95.87423,167.3237,106.34949,169.14671,116.89058,166.8596,135.1467,167.42212,155.60173,167.23985,135.97621,179.68948,118.82878,185.02953,107.36596,185.89992,96.322876,184.98048,81.678535,179.76073,70.1975,171.40582,96.053795,174.32973,106.7855,175.26192,117.75343,174.03714,149.50276,168.72018,117.64661,175.16075,106.73522,175.65646,95.98322,174.99217
