samples,class,middle_facial_height,lower_facial_height,philtrum,intercanthal_width,biocular_width,nasal_width,mouth_width
106.0,0.0,71.12095578464375,68.16756066803786,15.437161989210475,53.18457240548335,126.81956283127928,36.09257189794044,66.93593368156822
107.0,0.0,64.96862151039626,67.4275007954766,18.161524959787933,43.909222793807224,110.52964778631447,33.4177567071355,68.07134419787661
108.0,0.0,81.993488397965,69.29729706075572,19.547761808742333,50.14250992459492,117.70522135156094,36.80090840418704,65.66266251656694
109.0,0.0,69.71557585494756,64.81402818036304,11.303048237584237,56.05106498033312,131.63464761071,46.40905069268145,94.09299163803647
111.0,0.0,70.88600627995825,53.835947913371974,11.56474497844202,48.34658471925914,121.41970769634442,37.528277560133226,62.466094032939196
112.0,0.0,62.10813805273233,63.010120143743585,12.828193353036903,43.641841572299626,108.54816576718436,31.471553232106274,53.85020202458854
113.0,0.0,63.8491938435093,64.30514037207367,16.54080484109525,45.259301666624296,104.31888124097947,28.750055970625194,56.46699782733717
114.0,0.0,77.00158055417192,66.66601309234863,12.089922935258944,59.772315396989235,141.48739171461466,40.8542381265518,76.91243619832905
115.0,0.0,73.79309040312124,72.3747192349207,16.093708414436364,62.98998142358527,145.52631262934634,42.59655864866462,97.51075752901521
116.0,0.0,79.78645033286145,84.16452298677932,7.084959886407259,55.37377749621678,138.00496679792545,52.55050685648997,110.38029987380901
117.0,0.0,26.220653672253306,24.183165314689475,5.316616766948686,21.129822850777163,46.6491473477576,16.36831690325782,33.127933686337876
117.0,0.0,85.97183992583959,72.45812789737393,15.121868579287959,63.446371538572116,143.55870822425214,44.16961545936069,83.00836779195517
119.0,0.0,67.23881265543518,90.09564173685041,13.02539400803292,59.473856099275345,138.04774637201615,46.478618738707155,92.20763984271368
120.0,0.0,89.84659311264961,80.06550865695787,16.7704725380043,65.04273003984899,150.65978241270955,46.34814062829274,85.24448694732874
121.0,0.0,73.19751986325375,80.23777577639225,11.43667215027169,54.4572938827184,132.44872401452946,46.517890697293,107.90943557084013
122.0,0.0,86.38030020734621,90.0091056072051,15.083836864316048,62.12084792564891,157.09885313636283,44.961927128314414,83.95167236991588
123.0,0.0,76.18925225008864,76.97277897247376,12.290436922929132,58.62248593277584,139.27559886290035,47.32645958443227,107.44387769726947
124.0,0.0,81.59905285524907,61.29876804853664,12.921030484992299,62.05021186910001,151.08797434488102,48.01266476196672,91.45620509341263
125.0,0.0,83.37342791584918,84.52458461300888,15.12835972150238,65.74441897912325,151.96022457523742,50.95504884444353,110.35865519537123
127.0,0.0,76.83815852652954,77.04894588577119,16.95346920845407,59.173467057621345,145.27756751941988,46.492342169550895,97.75720528596244
129.0,0.0,80.8185453081127,74.39208642280576,17.691443527515794,61.71059929072254,142.98501167860866,42.30049138075468,83.9933320410436
130.0,0.0,78.33612859824466,88.03610949604088,16.085675975677873,64.33277863392658,151.21275181968582,51.334946428695126,98.8703396487556
132.0,0.0,77.65607638303088,67.60854206704079,13.584067366871421,64.26914079128177,146.3399984881262,40.837526149128266,91.04471123553525
133.0,0.0,75.48279419758538,81.99089033423773,15.090066483475121,57.40969820929649,138.2017155710536,45.02910438050152,101.26980629357992
135.0,0.0,86.1092429425548,75.62291743380707,15.893346248279506,56.95253052518212,138.47731609630432,41.23568625461446,77.43452763059975
136.0,0.0,86.70548158627062,70.39595428297939,13.845788736193407,64.93730309874461,146.16191546868606,40.988531020156785,71.19530275629285
137.0,0.0,74.83662610548588,70.98804357998394,14.31154308165265,64.2002064338295,149.5712994722048,44.45551774411922,81.94656144041997
138.0,0.0,86.22453022185813,64.51405033294685,16.68080409516278,67.18513911639094,152.41438078958626,40.98936181998567,69.64805043198267
140.0,0.0,77.43066074717683,70.4275497474321,19.445320784636706,68.11719571083457,155.72155601385444,40.263356142856495,80.57853264234909
142.0,0.0,81.7060253527269,73.69980591742285,11.331271399843002,61.31455169421122,154.03272914413546,46.10679149582169,107.37773131328488
143.0,0.0,81.10909671369498,74.35971083796451,16.185408038928152,60.3647492531436,146.77100854652588,43.13667446509012,85.160457665504
144.0,0.0,85.09980956304636,69.24509672929196,14.253814708526278,63.66895654028684,148.7751451584293,43.43971569991336,77.13260568163659
145.0,0.0,88.44671182354972,72.15860454982777,12.727450336869376,70.27719562287297,157.1530841240302,47.427100845345805,85.8586984050795
146.0,0.0,79.94659862899626,55.404827713931546,17.11706289613963,57.41966607492332,139.86880270397413,40.06253276871047,72.36217258137086
147.0,0.0,79.0277637721467,70.59314242652825,16.54777343800974,59.95822434452176,144.3909756501227,43.590088180688504,96.12472365164855
148.0,0.0,80.18369559536137,68.82235013376729,14.711805330609042,66.65634336441806,155.75786086755878,40.515203115015055,76.33408960707528
149.0,0.0,84.6627677312879,68.15148442577751,14.224237712015922,67.50754291123921,154.00646348229137,47.40316691047655,79.16314502820082
150.0,0.0,81.37739687297235,79.69689016058845,16.95132219853366,56.01495413839593,137.9456508252743,39.97874885486885,76.59517819454302
151.0,0.0,92.01573464305933,75.46732046674194,17.343243171463048,63.22830709497761,142.61244157314948,43.91430000813858,72.57812684731194
151.0,0.0,19.154877098824237,23.28148918035175,6.095354782278394,13.572001046389586,33.335209901104506,10.559346709130502,20.625063491665568
152.0,0.0,71.39923752952089,79.9559965744415,13.529030103392483,48.41708558975125,117.90757115714104,37.27751286684507,76.30400428428706
153.0,0.0,69.98639722023223,70.67717425870458,13.591638188837408,48.24242125664197,119.49142750654217,38.46904060321755,81.66090892500594
154.0,0.0,65.92574234129658,67.76821296051088,21.261776907290137,55.743967698056785,137.62293758609098,38.86158093069588,75.49308143090002
155.0,0.0,53.33636282942368,63.15833745164577,8.82510894004291,38.73378082915481,93.15568999732544,32.253087769967486,68.99997035635468
156.0,0.0,69.04356049863348,59.12971207480212,10.412754248305323,57.777960397807604,134.00860467035315,42.11286846179563,93.17896924749466
157.0,0.0,64.07453564216425,66.61547141891457,15.630187231716071,51.435217759240594,126.25349795241233,39.16078203395684,74.24876290150297
159.0,0.0,65.18574189343346,71.79488929359822,14.74337509343094,52.41961760341733,122.45022870380643,41.479490483130334,89.28093974948517
159.0,0.0,28.258074012469883,27.259670877362023,3.2365588097236895,17.23353978838357,40.32453009443602,15.840791166485332,33.78697441470159
160.0,0.0,66.30583281730397,66.41538718536015,13.579319943634879,46.378356393080125,113.66853179136311,34.641101818609926,82.77450139737488
162.0,0.0,58.270972959155664,56.01541674476658,12.647357955248998,43.70687125055995,106.36729430737864,34.07656058776619,72.22118842795108
163.0,0.0,56.200573633531135,60.10679020923192,14.002589449242462,39.402435372120955,99.86169821825145,30.220975089639246,60.882861166215534
164.0,0.0,67.41339518036237,73.68173159348522,16.05255322651198,46.66070720451775,109.36715545769535,31.92836510522423,77.93706000293379
165.0,0.0,64.53506455849241,63.487219876070334,10.326322757236726,51.127851344416555,123.77147464180992,39.63267198277327,91.04919928984548
166.0,0.0,74.61097738607513,80.11056359801171,13.928828061437041,46.382870453438954,111.04616386035913,36.48077868349442,85.56452738917689
167.0,0.0,73.76585562471075,83.78312245927395,18.939334418595593,49.59696808835718,119.28638390891784,43.59982527219233,86.39854217539971
168.0,0.0,57.961485651412744,63.09598531241369,14.485160540130735,44.776037434150155,112.25178535274677,33.64198273658413,68.46435883277807
170.0,0.0,64.10171615357942,58.18637203248626,13.914109145999971,45.99656362490245,114.15644370236707,34.105305964071036,80.48144332212318
172.0,0.0,64.29650579859886,66.25702004903734,15.432820746386579,40.65713270136004,98.38026678242188,32.88217758571529,66.02267680986455
174.0,0.0,57.77054582833572,63.26574816378634,17.552521199767167,46.94303005650998,113.652387996854,32.657846135361346,69.9781779939461
175.0,0.0,67.91573133650645,65.46481739253841,18.867311914114836,37.83561638879695,101.5573223928837,31.99474713089789,66.22055039181058
177.0,0.0,69.65562038610584,48.778048896429816,7.801781671849063,46.99685908286318,115.6384316408695,34.61031037441012,67.927812043264
178.0,0.0,60.619481899324974,61.55064624447904,10.882619943745164,52.22463843502606,121.74928812412224,43.00335736418961,88.51973016777333
180.0,0.0,54.535179228961,46.23165785388623,8.208794939094288,41.00413857493724,94.89086439266967,33.17468093944086,64.8141931880007
181.0,0.0,65.76503018347918,94.95241894988929,15.055043919841463,42.529442760403526,102.57065960633247,32.604082479542726,65.18365393802114
182.0,0.0,54.961218599228005,50.68445327504307,8.997629064269987,41.54271914392682,99.9616414301376,30.842740088808576,67.02894981305144
184.0,0.0,47.8569100919909,50.75223659911058,12.667761257215092,43.484387839831655,104.4183388353189,34.0836440282799,63.65890008409037
185.0,0.0,52.44080599424692,74.77350880517312,10.681442692749895,44.35699352130842,100.69409879393928,33.2095016264984,76.67957222898026
186.0,0.0,60.493843306418086,64.83801393143142,13.801885084011378,39.570108664818655,102.05027960421826,32.275036335522536,73.27941896219772
188.0,0.0,55.646039207582305,55.76979837918304,10.692249617046237,40.168463380340256,98.97486047385597,33.1540014914991,74.71324221476405
191.0,0.0,53.671897998094124,49.678428212882295,12.483768917971025,39.11392888880156,87.43182436499195,25.335970309680267,43.45651799338047
192.0,0.0,57.41023876593792,66.88114052484228,15.142941026478319,41.50998255165752,103.9823972072419,31.13591565389038,58.55581038482603
193.0,0.0,70.47600229969952,74.51747525888476,12.068912505909552,50.49580064815658,119.32943362234859,40.5728852456379,82.97244135982321
194.0,0.0,58.352941705372494,63.91154635566428,8.908980193847153,52.26931207163242,118.19453857901497,40.64940263590544,88.31059574565785
194.0,0.0,20.690420755630466,17.835047092514206,2.2117241637238636,16.002688557479946,35.39918010261983,12.315302983594666,26.224452687255464
195.0,0.0,53.80926726369842,50.15445842798225,7.017924574801291,46.043591322707435,110.25915867193119,35.29006641034982,81.55609773263859
196.0,0.0,56.93548718091129,55.77480699032943,10.781944064601515,49.7341403160294,116.19479463369571,41.27090805927737,85.21231343511629
198.0,0.0,63.2000166572037,57.952050911852986,8.984970314085624,43.415652043625926,101.07708860190424,37.74600718717675,77.69094738033834
199.0,0.0,53.55751976896137,65.30826983082402,12.160431716205656,47.64875094992161,115.00958188334891,36.268415425138166,79.99492847222959
201.0,0.0,63.18059461588503,58.974921535501004,13.04018016846777,45.78033732886616,111.217778943009,33.49597408741085,64.7057322011597
203.0,0.0,63.54962625092062,78.07853177314492,17.60955114971704,48.68002120082734,112.70208076343854,38.93987360679154,83.44093178957849
206.0,0.0,22.672855673304586,28.173978586621395,3.6483079759937964,13.351393780982422,32.18727742449337,12.708092971949018,25.480865916345923
206.0,0.0,71.65942548785432,77.55611311745554,17.959555670034728,58.39237393005338,136.3948870713225,42.31758823059983,97.61563487652631
207.0,0.0,84.88002602514153,78.53216157383991,19.83107627036415,52.87456848199329,122.37031328503326,42.255340683463906,80.77460894862939
208.0,0.0,68.86457440671111,66.74747792315151,17.714833050808,46.39172333935978,114.41569218114182,34.431598301188636,77.94192370452582
209.0,0.0,50.52278241653989,62.6642101526174,12.000597516932219,42.36752775490121,94.53143945402343,29.53524516404427,67.50425575393747
210.0,0.0,56.09581176429416,55.1653501236082,11.646643506543004,38.74372613018238,94.81832992058186,30.7014502123271,62.11059292127753
211.0,0.0,67.15863447298797,67.3311012660821,12.636471347670602,48.29980802779447,118.45058772093661,38.68650232136915,84.38843845988207
212.0,0.0,65.46271079728088,69.17076778964233,12.809488268538466,52.56031003072315,124.93354393927015,42.71788715424254,94.31983086972525
213.0,0.0,63.897766482655726,49.050370641682214,9.182267631603867,47.64792679627623,113.81368683037785,39.168363293547266,80.87191727968677
214.0,0.0,86.76037329421217,76.04602230193107,18.95539414097474,54.67070848451116,137.08335855054398,38.65329077419639,75.14002604005537
215.0,0.0,49.79470100014882,74.7609604973144,14.125052189709784,47.98168175644223,114.30129865949182,38.49861919271911,84.35813065441705
217.0,0.0,58.75182966212139,59.43936255413915,16.54502071456621,48.08469828647155,117.7856362909247,35.05746840229199,77.13349840192362
218.0,0.0,72.90939753622224,93.92719936884738,14.786094485840415,52.88824145662205,120.19946419232376,39.96382697191675,88.87146254771552
219.0,0.0,71.37378178316827,69.74305737238655,12.422899258145216,58.55485838190798,138.48173365122273,45.23229775715689,96.98237710511377
220.0,0.0,73.34541253315918,66.8370719452031,14.00326604681297,56.165740368656216,134.7814784342196,40.914581437195665,86.6991667824351
221.0,0.0,68.6622503222411,70.1619479922301,13.361192079990467,56.91236049154348,132.22603356007716,41.51955830641386,90.69451740401179
222.0,0.0,74.52024799756815,78.53940918788221,10.039562730891003,60.45444904437142,139.18116084242155,44.589423145104725,99.85064275955335
223.0,0.0,78.40106454302804,67.14457486908977,19.134165570311648,60.99097126470406,143.89347334810313,41.20699332794131,89.05464175107832
224.0,0.0,62.79280088627515,52.707352882211815,7.790727237313919,47.64819842060874,112.62648445166217,39.50702229751314,81.60303914111533
225.0,0.0,64.68232534490025,66.80698310723288,10.113780542863278,54.712595203522525,131.2459352285186,41.29992681357437,99.04249998278172
226.0,0.0,85.49336362371349,85.8085489382183,13.45265802671354,60.425863363835354,137.62067887261458,44.297006511456274,93.64576100212757
227.0,0.0,65.00950745137534,56.54079755007109,10.196910757680488,52.35693683554549,124.85824523049116,39.55412807524717,80.94779158436926
229.0,0.0,61.705276115431936,53.16252374656477,6.706554991088957,50.858515304917226,116.1125164869684,44.4666961117641,91.33333857051434
230.0,0.0,52.46483288300374,60.384289678268324,10.702668007451972,44.11357459232296,102.57601818451914,36.91239493103684,69.85948771484085
232.0,0.0,60.160623295431655,62.07570334631738,9.857034478229254,57.817289381931424,125.22170691052034,42.852349551519445,90.70567723340422
234.0,0.0,15.999741284943525,16.57515474066531,3.713724271846244,11.538290068394012,25.446404184579794,7.654244229301824,14.481170669697264
236.0,0.0,60.317928780475505,46.680407960197805,10.146754651611511,44.8988475196157,109.52337827387994,37.68185433012686,74.18019009960469
237.0,0.0,61.22693614965839,79.16726485666977,12.500974668804837,47.61794741078559,111.87502620263828,42.94696379783907,92.22183468699481
238.0,0.0,58.286395569940005,58.61899350024017,10.395105316758457,39.4237208101322,85.91024142946128,29.242501315783496,58.834975623654536
239.0,0.0,82.3225309658841,77.94076253904177,16.441815629528268,37.68450649005922,87.84624285477423,30.71740087719827,57.87836338821011
240.0,0.0,58.85146009307717,58.28709161498625,14.965743787761593,45.214280176787426,107.52271810015182,36.51172734013273,62.73789465586886
241.0,0.0,81.29742180982018,70.34891540123772,11.407060385660285,52.51144696701854,124.65850420145509,43.97072922043481,86.71940180373306
242.0,0.0,52.78406578693049,54.15275391884628,12.632104865100509,38.74209494062965,90.83702341887187,33.4155092691343,62.43588689887792
244.0,0.0,89.88865863240164,80.01567535697802,21.726763221248575,59.11513252708989,139.5485232118684,44.48425802507332,78.40197582051168
246.0,0.0,25.190570823426178,23.8685182925229,4.499899996488818,14.004139262403827,34.32703543373939,14.749080930597016,28.420593673885485
248.0,0.0,89.4300047752123,67.78199799637805,17.3548411453087,49.323672185641215,116.82271002424358,36.17574006623223,63.4036156291453
250.0,0.0,69.64003281027142,64.11396384533812,14.705178590354656,50.20921575136377,119.64981383662449,37.63793883358916,79.56444722496725
251.0,0.0,75.361723613573,60.68820087563066,14.687162152577315,33.904834116582855,79.5755500019227,24.978319226451163,53.54185687348264
252.0,0.0,65.81698486082789,69.92730769634046,17.60262034264004,33.53144033122043,89.97030954799756,25.914318548378546,42.144018375349546
253.0,0.0,56.106664818920805,56.967040394561465,7.603409695722022,51.598715149516075,122.3264122920681,39.10163781312618,88.55476746416592
254.0,0.0,60.748376030665504,70.96483490968821,10.247544330745786,39.649869735999125,89.6759377285624,32.30081772599766,61.72185443959376
255.0,0.0,59.613553467218544,50.52457404581259,10.824332659416022,32.27567612665489,83.0914112211172,28.715902291364618,54.88183951539982
256.0,0.0,80.66117342795975,70.80080632422487,16.215030551377204,34.782589565824686,95.91703455196334,32.75242303648596,60.22223732937361
257.0,0.0,70.55003672676668,78.30863088230568,14.036361510110085,56.17782952376584,130.1565232544123,45.75798699619769,98.67027356052732
259.0,0.0,57.900806153916804,60.27830128760014,10.884538252149255,47.79076621886904,108.58776357878831,34.56273798810649,79.4055631807084
260.0,0.0,82.85516457755969,65.33558002071764,19.600708657160833,34.693360139394116,89.14734354770621,26.20251216187343,46.48351562536553
262.0,0.0,72.19421911446598,61.541547866381315,16.444392800480664,40.01654317124483,100.3965023231421,34.98938175439594,67.34232778850759
264.0,0.0,77.70350511579834,73.07274617839745,15.184414393795382,34.906798148455266,82.49026481489345,29.275900885924937,63.16457370401862
265.0,0.0,81.90906786623873,71.29182772241624,11.856242594166371,58.55140276333693,133.7759692330637,42.09291564829051,97.55094011571866
266.0,0.0,57.8593707858396,65.42987612023197,11.205622268871338,39.764128638171826,90.16470734402125,32.9725632065212,65.55440891881518
267.0,0.0,58.728509001605715,58.59215365215806,11.52692271026399,38.38926281020855,88.19995421374186,23.733113857146858,50.760081594088284
268.0,0.0,60.83130023735168,58.85168337864954,12.830163378752268,51.063786941833854,115.70023568256461,33.84553607647099,72.4257401614212
